IMDbID,Genre,Released,Title,IMDbRating,Type,Synopsis,ImageURL
tt2418114,['Comedy'],2014,Honky Tonk Central,9.2,tvMovie,"""Honky Tonk Central"" is Nashville's biggest party in a bottle, ya'll! Every week we'll give you a place to trade in your martinis and Interstates for homemade wine and dirt roads. Step ...","['https://m.media-amazon.com/images/M/MV5BZTRkYWE0YWQtMmEzNy00Y2FlLWIxMDEtN2NmYmY5YjQ0ZWQyXkEyXkFqcGdeQXVyMzQ5NjY5NA@@._V1_UY268_CR43,0,182,268_AL_.jpg']"
tt3546326,"['Adventure', 'Comedy', 'Documentary']",2013,Murf Vs. Gimghoul,9.2,tvMovie,"Murf Meyer, a poorly informed whistle blower with a mouthful of wild accusations, attempts to expose a collegiate secret society known as The Order of Gimghoul.","['https://m.media-amazon.com/images/M/MV5BNWI4YTMxNmQtMDYxZC00NTM0LTgwYWQtODk2ODg4M2EwMmU2XkEyXkFqcGdeQXVyMTUyMjMzODY@._V1_UY268_CR147,0,182,268_AL_.jpg']"
tt3315912,['Comedy'],2013,The Best of Studio C,9.2,tvMovie,,[]
tt2185170,"['Action', 'Comedy', 'Documentary']",2012,Jurisdiction,9.2,movie,A new dangerous drug goes rampage throughout the city and begins to populate throughout the nation. This growth has to be stopped before it gets out of the jurisdiction.,"['https://m.media-amazon.com/images/M/MV5BMTcwNTkzNTAwMl5BMl5BanBnXkFtZTgwNzg1NjA2MDE@._V1_UY268_CR9,0,182,268_AL_.jpg']"
tt2567684,['Comedy'],2012,Plastic Gangsters,9.2,tvMovie,"Theyre not just bad theyre hopeless The story of a family of fearsome yet hapless gangsters with the Shidas touch (everything they touch turns to shit). Nestling in the quiet backwaters of ...
                    See full synopsis","['https://m.media-amazon.com/images/M/MV5BMGE1OWE5YWYtZDc0Zi00YTRmLWJkODctNWU0YzBmYjAwYWQ2XkEyXkFqcGdeQXVyMTY4MDU5OTU@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt1704233,"['Comedy', 'Documentary', 'Drama']",2011,Road Dogs,9.2,movie,Follows three of Hollywood's most visually vibrant and heavily psychotic bands across the U.S. on a D.I.Y. tour occasionally having disastrous results.,"['https://m.media-amazon.com/images/M/MV5BMjE0ODg3NjIwMF5BMl5BanBnXkFtZTgwNTIxMjg2MDE@._V1_UY268_CR3,0,182,268_AL_.jpg']"
tt1727335,"['Action', 'Comedy']",2010,Leave Day,9.2,movie,Leave Day is a dark comedy centered on a convict who is granted a 12-hour furlough from prison. The film will take you on an adventure as the main character encounters one problem after the...,"['https://m.media-amazon.com/images/M/MV5BMTAyNjgzMjE0NjBeQTJeQWpwZ15BbWU3MDI5MDM0OTM@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt3377094,"['Comedy', 'Documentary']",2014,D'artagnan is the Champion,9.1,movie,"In this experimental southern comedy, documentarian Missy Palmer adds her unique spin to the life story of Daddy O' the rescue horse. She traces his roots - from the Atlanta ghetto to his ...","['https://m.media-amazon.com/images/M/MV5BMjA2MDI5MTc3M15BMl5BanBnXkFtZTgwMzkwNDA1MjE@._V1_UY268_CR11,0,182,268_AL_.jpg']"
tt4353972,['Comedy'],2014,CBeebies Peter Pan,9.1,tvMovie,Musical stage adaptation of JM Barrie's classic tale about the boy who wouldn't grow up.,"['https://m.media-amazon.com/images/M/MV5BNjFmNWVhNTAtZTVjZC00YTNjLWI4NGMtN2M0Zjc3OWFkZTA4XkEyXkFqcGdeQXVyODc2MjIxOTI@._V1_UY268_CR2,0,182,268_AL_.jpg']"
tt2210514,"['Comedy', 'Documentary', 'Drama']",2012,Making Light In Terezin,9.1,movie,"Even in the darkest places on earth, there is always the need for light, for laughter. 'Making Light in Terezin' explores the little-known role that theater, cabaret and comedy played in ...","['https://m.media-amazon.com/images/M/MV5BODk0OTEyYmItNTc3MS00MDllLWIyOGYtZjFkNWRiODdjYmUxXkEyXkFqcGdeQXVyNTM4MzM5OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt1766208,"['Biography', 'Comedy', 'Documentary']",2011,Zielinski,9.1,movie,"By 1983 John Zielinski was a well-known author and photographer. His work had appeared in Life Magazine, The New York Times, The Chicago Tribune and countless other publications. But in a ...","['https://m.media-amazon.com/images/M/MV5BNDk5ODI5MDUxMl5BMl5BanBnXkFtZTcwMDc5NTgwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt1833779,"['Comedy', 'Documentary', 'Romance']",2010,Road to Pride,9.1,movie,"This documentary is both a literal and symbolic journey on the 'Road to Pride', as the filmmakers embark on a quest to find out how South African lesbians are enjoying the fruits of a ...",['https://m.media-amazon.com/images/G/01/imdb/images/nopicture/180x268/film-173410679._CB468515592_.png']
tt4733046,"['Comedy', 'Documentary', 'History']",2014,The Weight of Chains 2,9,movie,"'The Weight of Chains 2' is a documentary film largely dealing with the effects of the Washington Consensus economic doctrine on the newly established former Yugoslav republics, but also ...","['https://m.media-amazon.com/images/M/MV5BMjE5NzYwOTA0N15BMl5BanBnXkFtZTgwMTc0MjAwNjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg']"
tt3604972,"['Adventure', 'Comedy', 'Drama']",2014,Le sedie di Dio,9,movie,"Jerome is a director who wants to make an important film, a film that embodies our time and the sempiternal crisis of the present-day. He wants to make a film that brings together social ...","['https://m.media-amazon.com/images/M/MV5BMmI2ZTBlZmMtMWJmYS00ODY0LTg3ZTEtOTI2ZDFiMTczYjFjXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR5,0,182,268_AL_.jpg']"
tt3381426,"['Biography', 'Comedy', 'Documentary']",2014,Who Is Vermin Supreme? An Outsider Odyssey,9,movie,"Vermin Supreme is no ordinary presidential candidate. Promising a free pony for every American, a fully funded time travel research program, and unprecedented zombie preparedness ...","['https://m.media-amazon.com/images/M/MV5BNDgzMDczOTM1Nl5BMl5BanBnXkFtZTgwNzIxODgzMjE@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt3546868,"['Comedy', 'Documentary']",2013,RoadStrip,9,movie,"When two gay porn stars decide to travel across America in an RV for a string of gigs and public appearances, their relationship grows increasingly more contentious and the line between reality and fantasy becomes blurred.","['https://m.media-amazon.com/images/M/MV5BZmMxNDJkYzAtZGQwMy00MmNiLTlmNDUtYWQ0ZTNiYzEyYzExXkEyXkFqcGdeQXVyMTIxMDUyOTI@._V1_UY268_CR9,0,182,268_AL_.jpg']"
tt1838456,"['Adventure', 'Comedy', 'Documentary']",2013,Autumn of Route 66,9,movie,"Visually stunning experience that will leave you feeling like you just experienced Route 66 road trip yourself. The journey of America's oldest highway has been documented many times, but ...","['https://m.media-amazon.com/images/M/MV5BNjE4OTU5MTQ3NF5BMl5BanBnXkFtZTgwNjgyMDEwMDE@._V1_UY268_CR7,0,182,268_AL_.jpg']"
tt3006736,['Comedy'],2013,H.A.C.K.S,9,tvMovie,"H.A.C.K.S. takes you behind the doors of a covert company, where the boss is addicted to peanut butter, the genius employee is still in high school, and the only thing standing between them...",[]
tt2937936,['Comedy'],2013,Hollywood Heat,9,tvMovie,"In the city of Los Angeles, there are over a thousand crimes committed each day and out of those, there are ten thousand times that amount in Hollywood... To confront these violators, a ...","['https://m.media-amazon.com/images/M/MV5BNGZjY2U0ODAtYzYxNS00ZTk5LTk5NGMtOTgxODlmMjA0OWU4XkEyXkFqcGdeQXVyNDE5NDM4MQ@@._V1_UY268_CR90,0,182,268_AL_.jpg']"
tt7433274,['Comedy'],2012,Old Man Jenkins's Biscuits,9,tvMovie,"An old man has his biscuits stolen by a thief, a crazy chase ensues.",[]
tt2460142,['Comedy'],2012,How to Be Dead,9,tvMovie,"The undead are administrative errors. It's up to Death and his office staff to protect humanity by fighting ghosts, zombies, vampires and medium-sized apocalypses. After a nice cup of tea.","['https://m.media-amazon.com/images/M/MV5BYTcwZmM4ZDgtMDUyMy00NWU2LWJiMjQtMzc4NmRiZTIxNmY2XkEyXkFqcGdeQXVyNDA2NjA0OA@@._V1_UY268_CR123,0,182,268_AL_.jpg']"
tt2316012,['Comedy'],2012,Pieces,9,tvMovie,A group of friends search for the meaning of life.,"['https://m.media-amazon.com/images/M/MV5BZDBmNDlmZjQtMTNhOS00MjQ3LThhZjAtNWQxOTY1ODYxYzg3XkEyXkFqcGdeQXVyMjA3NTI4OTA@._V1_UY268_CR148,0,182,268_AL_.jpg']"
tt2190401,['Comedy'],2012,Sick,9,tvMovie,"SICK! is the story of an Australian man trapped in Quarantine with a deadly infectious disease. From within hospital, he does his best to live some form of a normal life, re-uniting with ...","['https://m.media-amazon.com/images/M/MV5BODczNTBkYWMtMjFlNy00NjI3LTgwZWUtNTY1MWJhOWE2OWNiXkEyXkFqcGdeQXVyMjU1ODUwODg@._V1_UY268_CR3,0,182,268_AL_.jpg']"
tt5622262,['Comedy'],2013,Shakespeare's Globe Theatre: Twelfth Night,8.9,movie,"Shipwrecked twins are lost among love-sick aristocrats, unruly servants, mischievous pleasure seekers, clowns, and a puritan. With music as the bittersweet ""food of love,"" all converge and conspire in this comic journey.","['https://m.media-amazon.com/images/M/MV5BZGU3Zjc0ZjYtMzkzZS00MDhlLWEwZWUtNzI2ZTFkN2M4ZTYyXkEyXkFqcGdeQXVyMzQ1NTQ3ODk@._V1_UY268_CR4,0,182,268_AL_.jpg']"
tt2261964,['Comedy'],2013,Breaking Up with Rosie,8.9,movie,"A recently divorced romance novelist, with the help of one of his good friends, schemes to keep his success a secret to avoid sharing the earnings from his novels with his ex-wife.","['https://m.media-amazon.com/images/M/MV5BMTQxMDM0NTYxMV5BMl5BanBnXkFtZTcwOTcyMzY1OA@@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt1964898,"['Action', 'Comedy']",2013,Martial Science,8.9,movie,"A young French martial arts expert who was born and raised in America to Mexican parents has to go to a ""very illegal and underground tournament"" in China that everyone knows about, in order to avenge the honor of his not dead master.","['https://m.media-amazon.com/images/M/MV5BMTExOTIzMTE0NTNeQTJeQWpwZ15BbWU4MDUxNjk5MjEx._V1_UY268_CR3,0,182,268_AL_.jpg']"
tt2357546,"['Biography', 'Comedy', 'Drama']",2012,Your Brother. Remember?,8.9,movie,"Twenty years in the making, this drama/documentary uses home movies, re-re-creations, and Hollywood film footage in a hilarious and poignant attempt at sibling reconciliation, with the spiritual guidance of Jean-Claude Van Damme.","['https://m.media-amazon.com/images/M/MV5BYzJhZmMxZjktOWNmZC00NWFmLWFiYTEtNWMyMTNlMzRjOTA5XkEyXkFqcGdeQXVyMjQ3NDExMzc@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt2718026,['Comedy'],2012,Bits and Pieces,8.9,tvMovie,This show aired with a different title. That title is Liv and Maddie.,[]
tt2157668,['Comedy'],2012,The Blue Line,8.9,tvMovie,'THE OFFICE meets ENTOURAGE and has a baby with SOUTHLAND in BOSTON'',"['https://m.media-amazon.com/images/M/MV5BZDMwYmM5ZmEtYzljZC00YTM1LThkMDUtYjU1NzljNmYwNjM1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg3OTExODU@._V1_UY268_CR157,0,182,268_AL_.jpg']"
tt1744662,"['Comedy', 'Documentary', 'Drama']",2011,The Mayor,8.9,movie,THE MAYOR is a stereotype-shattering documentary that reveals the humanity of seniors living life to the fullest in a retirement community in Texas.,"['https://m.media-amazon.com/images/M/MV5BNDc1MDQ5ODkyMl5BMl5BanBnXkFtZTcwMTM2OTEwNw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg']"
tt4083006,['Comedy'],2014,Disconnecticut,8.8,movie,,"['https://m.media-amazon.com/images/M/MV5BOWI0Yjc5OWItODE3Zi00YTQxLTgxMzAtYjU4MmVlYzYyM2YxXkEyXkFqcGdeQXVyNTAyMzM5MzE@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt3692766,"['Comedy', 'Drama']",2014,Loser's Crown,8.8,movie,A self-centered 30-year-old Man goes home to discover that trying to be cool is an exhausting waste of time.,"['https://m.media-amazon.com/images/M/MV5BMTQyNDAwNzQ2NV5BMl5BanBnXkFtZTgwMjY0MDY4MTE@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt3651010,['Comedy'],2014,Este Does Not Make a Movie,8.8,movie,A young amateur filmmaker is hired to be the behind-the-scenes director of a local indie film - a project that quickly sends him down into a spiral of madness.,"['https://m.media-amazon.com/images/M/MV5BMjA5MDk1NzAxOV5BMl5BanBnXkFtZTgwOTk5NTM5MTE@._V1_UY268_CR12,0,182,268_AL_.jpg']"
tt3238168,"['Comedy', 'Documentary']",2014,Limo Ride,8.8,movie,Ten friends tell the unbelievable true story of the New Year none of them would forget - when they hired a limousine to take them to the beach for their annual rite of passage...only to ...,"['https://m.media-amazon.com/images/M/MV5BZmQ3ZmZjN2EtN2FjNy00ZjFjLWJjYWMtYWJiMmNkMjJkMWEwXkEyXkFqcGdeQXVyMjM0MjM2Ng@@._V1_UY268_CR1,0,182,268_AL_.jpg']"
tt3198262,"['Comedy', 'Documentary', 'Family']",2014,The Sturgeon Queens,8.8,movie,"Four generations of a Jewish immigrant family create Russ and Daughters, a Lower East Side lox and herring emporium that survives and thrives. Produced to coincide with the 100th ...","['https://m.media-amazon.com/images/M/MV5BMzExOTY5MzkyNV5BMl5BanBnXkFtZTgwNTcxNTQyNzE@._V1_UY268_CR9,0,182,268_AL_.jpg']"
tt3097578,"['Comedy', 'Drama']",2014,You or a Loved One,8.8,movie,"Reeling from withdrawal effects after a pharmaceutical drug trial, a reclusive aspiring illustrator sets out to form a relationship with an outgoing gal despite his continuous efforts at ...","['https://m.media-amazon.com/images/M/MV5BMTQ0MDUxNTc4OV5BMl5BanBnXkFtZTgwNzcyMTM3NTE@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt3066070,"['Biography', 'Comedy', 'Documentary']",2014,Astor Barber All-Stars,8.8,movie,"Bruce Willis; Chris Rock; Al Pacino; LL Cool J; Susan Sarandon; John Kennedy, Jr.; Sugar Ray Leonard; Stephen Colbert; Channing Tatum and New York City mayor Bill De Blasio are just some of...","['https://m.media-amazon.com/images/M/MV5BYWUwYWIwNDAtN2I1MC00MzQyLTk3YTAtNzE4MTZhZGE2OGQxXkEyXkFqcGdeQXVyNDY2OTQ1NjM@._V1_UY268_CR23,0,182,268_AL_.jpg']"
tt2570812,"['Comedy', 'Romance']",2014,Progression,8.8,movie,A zany trio of urbanite couples fumble through love and heartbreak on the night of the annual Lawrenceville progressive dinner in and around the hipster-est neighborhood in Pittsburgh.,"['https://m.media-amazon.com/images/M/MV5BMTc0NTQ4NjQ4Ml5BMl5BanBnXkFtZTcwODg0NDM5OA@@._V1_UY268_CR12,0,182,268_AL_.jpg']"
tt4711118,['Comedy'],2014,Kerry,8.8,tvMovie,"Pilot for ""This Country"" (2017).","['https://m.media-amazon.com/images/M/MV5BODkxMTE4YWEtMTJkMy00NTJhLWFkMzItNDcwZDU1YmRjYjExXkEyXkFqcGdeQXVyNTY5OTIxMzI@._V1_UY268_CR156,0,182,268_AL_.jpg']"
tt10463126,['Comedy'],2020,Tromasterpiece Theatre: Poultrygeist,9.5,movie,Addison and his friends Corny (a talking popcorn box) and Reelie (a talking film reel) are at it again. This time watching and riffing on Troma's Poultrygeist: Night of the Chicken Dead.,"['https://m.media-amazon.com/images/M/MV5BMjNkN2JiNzMtYTc1MC00ZTlmLWIzMjYtMjc3YmQ5YzUxNTc2XkEyXkFqcGdeQXVyMzAyOTg1MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg']"
tt11164090,['Comedy'],2020,The Moving on Phase,9.5,movie,,"['https://m.media-amazon.com/images/M/MV5BNDg2ZTRkY2MtNGRhMC00MjAwLTg0MGUtN2RmZTA2MGQ3MWYwXkEyXkFqcGdeQXVyMjgxNDIxNjE@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt7891970,"['Biography', 'Comedy', 'Documentary']",2020,Never Be Done: The Richard Glen Lett Story,9.5,movie,"This seven year journey chronicles the brash once-respected Canadian comedian Richard Lett, whose addiction to drugs and alcohol lead him to become homeless; estranged from his daughter and...","['https://m.media-amazon.com/images/M/MV5BYmE4NWJjN2YtZDg4NC00MzFkLWE5YzUtN2YxOWJlNDNiOThmXkEyXkFqcGdeQXVyMTYxOTUzNTc@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt10378660,"['Comedy', 'Drama']",2018,The Dark Knight: The Ballad of the N Word,9.5,movie,The Dark Knight with a twist. It's based on The Joker memes from the internet.,"['https://m.media-amazon.com/images/M/MV5BNzU1ZGVmZjktMDc5MC00ODFhLTlkY2UtNjJiMTY1NDIxY2U0XkEyXkFqcGdeQXVyNDI3NzQxODA@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt5774544,"['Comedy', 'Drama']",2016,Urban Teach Now,9.5,tvMovie,"Left without any other options after graduation, achievement-obsessed Eunice Son joins a non-profit teaching program in New Orleans. Urban Teach Now is a biting satire on Teach For America.","['https://m.media-amazon.com/images/M/MV5BODEzMjNhN2MtNTE1Zi00NzZmLTk5YjQtMzI2MDA4MmE0NDQwXkEyXkFqcGdeQXVyNjAwNzkxODg@._V1_UY268_CR147,0,182,268_AL_.jpg']"
tt6735740,['Comedy'],2019,Love in Kilnerry,9.4,movie,The elderly resident of a small remote town panic after the EPA announces that government mandated changes to their chemical plant could create a bi-product that would dramatically increase...,"['https://m.media-amazon.com/images/M/MV5BZGNiNjVhMTUtYTY0MC00MjQ4LTlhNjAtMmY3ODljMjc5YmJhXkEyXkFqcGdeQXVyMzQwNTU0OTQ@._V1_UY268_CR0,0,182,268_AL_.jpg']"
tt8616164,"['Comedy', 'Drama']",2018,Begin Again the Movie,9.4,movie,,"['https://m.media-amazon.com/images/M/MV5BMzg3MDY5NjgtYzQ5My00Yzk5LTljOTYtYjEwMWMwOTgwYTQwXkEyXkFqcGdeQXVyNDQ2NzY1NzE@._V1_UY268_CR87,0,182,268_AL_.jpg']"
tt8713710,['Comedy'],2018,"Hill Bill, Mind Noodler - Live in Vegas",9.4,tvMovie,"Appalachian native, Hill Bill brings his offbeat and low country Comedy Magic Show to Mecca of Comedy Magic.","['https://m.media-amazon.com/images/M/MV5BYTk3YzJhZWUtZWI3OS00N2FhLWFhYzMtZDJhYWFiY2U1YWE3XkEyXkFqcGdeQXVyNTY5MjUxMDI@._V1_UY268_CR110,0,182,268_AL_.jpg']"
tt6004854,"['Comedy', 'Fantasy']",2016,Forever Boys,9.4,tvMovie,"Follows three brothers, played by the real life band Forever In Your Mind, who were bitten by a vampire during their debut concert in 1957. After living in the shadows for over half a ...","['https://m.media-amazon.com/images/M/MV5BYThjNmRhY2ItYmUxZC00ZmFjLThiYjctNmZkMDM4Y2Q5NDcyXkEyXkFqcGdeQXVyMzQ2NDE1OTk@._V1_UY268_CR67,0,182,268_AL_.jpg']"
tt4135932,"['Comedy', 'Documentary', 'Fantasy']",2015,Lost Conquest,9.4,movie,"Long before Columbus, Viking explorers claimed the state of Minnesota. And the nice folks who live there have the ancient artifacts to prove it. LOST CONQUEST is a deconstructionist ...","['https://m.media-amazon.com/images/M/MV5BOTIzMTY5MDY0MV5BMl5BanBnXkFtZTgwNjIzNTA1NTE@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt4250956,['Comedy'],2015,Pariah,9.4,tvMovie,,[]
tt10260692,['Comedy'],2020,Faith Based,9.3,movie,"When two friends realize all ""faith based"" films make buckets of cash, they set out on a mission to make one of their own.","['https://m.media-amazon.com/images/M/MV5BNGU5OTBhNTktZDQzMC00YmE2LWIyY2ItOWM4OTUyZmI1ZDc1XkEyXkFqcGdeQXVyMTY0OTc3NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt8350974,['Comedy'],2018,Good Morning St. Pete!,9.3,tvMovie,"A washed-up talk show host finds herself hosting a live morning show in St. Petersburg, Florida.","['https://m.media-amazon.com/images/M/MV5BNGRiMDg1NWQtMzE0MS00OTQ5LTgwOGQtNjE1ZDg5MzhkNDhjXkEyXkFqcGdeQXVyMzU4OTE0Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt7408508,['Comedy'],2017,Demoted,9.3,tvMovie,"A mockumentary series that follows the life of history teacher: Richard Kelly, and the consequences of his demotion from Head of Humanities after a rather controversial event took place.","['https://m.media-amazon.com/images/M/MV5BZWZiYWNhMzgtYTQzZS00ZGE3LTk1YzEtMjExNzU1NjE5MjhkXkEyXkFqcGdeQXVyODA2MzkyNzI@._V1_UY268_CR9,0,182,268_AL_.jpg']"
tt5565740,['Comedy'],2016,East Coast Grow,9.3,tvMovie,"In DC's developing cannabis industry, a group of budding professionals attempt to navigate the landscape of medical cultivation and broader legalization with well-intentioned enthusiasm, which often results in more trouble than they expect.","['https://m.media-amazon.com/images/M/MV5BNTdmOTgxNTQtNWFlZC00NmRjLTlmNTUtNGYyMmYyNjM2ODc3XkEyXkFqcGdeQXVyNjc1MTM3MzM@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt8541460,"['Comedy', 'Music']",2015,A Very StarKid Reunion,9.3,movie,"In October 2015, we returned to the University of Michigan with over 30 StarKids to celebrate the 100th anniversary of the School of Music, Theater, and Dance with this once in a lifetime performance.","['https://m.media-amazon.com/images/M/MV5BNjVlNzNkYjgtNTM3Ny00NDFlLWE1MjEtZDI4ZmYzMmEyOGUxXkEyXkFqcGdeQXVyMjAyMzM0Mjc@._V1_UY268_CR2,0,182,268_AL_.jpg']"
tt4352486,"['Comedy', 'Drama']",2015,Harlem Knights,9.3,tvMovie,"Harlem Knights is the story of five childhood friends whose one defining moment of glory on the court was tarnished. Five years later, they've gone their separate ways - some are still ...","['https://m.media-amazon.com/images/M/MV5BOWYzYmE3NTAtOTNhMC00MGFlLWI3NzgtNTI0ZTkxZDQ3MzZlXkEyXkFqcGdeQXVyMzE0NzMzNzY@._V1_UY268_CR172,0,182,268_AL_.jpg']"
tt5869240,"['Comedy', 'Drama']",2020,To the New Girl,9.2,movie,Ten women scorned address their exes' new wives and lovers during an open mic night in Los Angeles.,"['https://m.media-amazon.com/images/M/MV5BMDgxOGFiZGMtZDg3Yy00NjU0LTllMDgtMjZkZDY0NjRiNmExXkEyXkFqcGdeQXVyOTk3NTA2Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt10306206,"['Adventure', 'Comedy', 'Crime']",2019,A Heist with Markiplier,9.2,tvMovie,"You join Markiplier on the heist of a lifetime, but in this original comedic interactive story you decide how the heist turns out in the end. Choose wisely.","['https://m.media-amazon.com/images/M/MV5BN2RhZDBhMmMtYjFjNi00YWVjLTllZDEtZjA3MjY0NjhkZDAwXkEyXkFqcGdeQXVyMTA2MTU3NDk1._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt10279658,['Comedy'],2019,Immigrant Made,9.2,tvMovie,"After a string of features on Comedy Central, Vice and PBS, comedian Gastor Almonte delivers his debut special, Immigrant Made, featuring hilariously vivid first hand accounts of his family...","['https://m.media-amazon.com/images/M/MV5BOWNjMDc0MjYtMjY5OS00ZDY3LTlkYWUtMTI0ZGYzYWM3NjdjXkEyXkFqcGdeQXVyNzYxMjM4MTE@._V1_UY268_CR43,0,182,268_AL_.jpg']"
tt6765138,"['Comedy', 'Drama']",2018,Joe vs. Joe,9.2,tvMovie,Joe Daniels is far from an average guy with a far from average job and a far from average family. Who happen to living in a far from average neighborhood.,"['https://m.media-amazon.com/images/M/MV5BOTI1MWQ3NzEtMGMyNC00NDgxLTg4N2ItZTFiYzQ0MmVlZTBiXkEyXkFqcGdeQXVyNzQyODkyMzk@._V1_UY268_CR1,0,182,268_AL_.jpg']"
tt8810590,['Comedy'],2018,Peaked in High School,9.2,tvMovie,A thirty-three year old failure to launch and her equally adrift best friends from high school bumble their way through adulthood in a world that has outgrown them.,"['https://m.media-amazon.com/images/M/MV5BMGE4MjFiYTktMzcyNi00MGNjLWE5MDItZGM2MzU4YzNiMWZlXkEyXkFqcGdeQXVyMTE2OTA5NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt7845882,"['Comedy', 'Drama']",2017,Fall Semester,9.2,movie,'Fall Semester The Movie' is a urban comedy. Its about a college student that is striving to be the next big comedian. He has to come up with money to get in largest comedy competition 'Big...,"['https://m.media-amazon.com/images/M/MV5BOTc5ODNiNGEtMjU4ZC00NGEwLThhOTItOWUxZjg5MGY4NzA5XkEyXkFqcGdeQXVyODQ2NTU5MDc@._V1_UY268_CR16,0,182,268_AL_.jpg']"
tt6015398,['Comedy'],2017,Hostel Chicago,9.2,tvMovie,Overnight workers at a hostel in downtown Chicago try to stay awake and alert to the crazy antics of guests.,"['https://m.media-amazon.com/images/M/MV5BMDk3Njk5YjAtZDhmZC00NjlhLTkyNTAtNWE1NmRiMjNlZjViL2ltYWdlXkEyXkFqcGdeQXVyMzU3MzcyMzE@._V1_UY268_CR43,0,182,268_AL_.jpg']"
tt5127076,"['Biography', 'Comedy', 'Documentary']",2016,Unsolicited Material,9.2,movie,"Filmed 24/7 over 20 years, an aspiring comedian's home movies create a real-life tragicomedy which asks if following a childhood dream is the meaning of life or an unrealistic waste of time.","['https://m.media-amazon.com/images/M/MV5BOTY3NDdjOWYtODVjNS00ZjA2LTk4MWUtYTMyMDljMjJiY2IwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjI3NTIzMTY@._V1_UY268_CR0,0,182,268_AL_.jpg']"
tt4973416,"['Comedy', 'Romance']",2015,Lost in Manhattan: The Love Story of Hymie and Thelma,9.2,movie,"Hymie and Thelma Rutskin are a senior couple from Long Island who, after 65 years of marriage, lost the spark. One day they go on a field trip with their senior center to Manhattan. ...","['https://m.media-amazon.com/images/M/MV5BNzIzNTM5Mzk3Nl5BMl5BanBnXkFtZTgwNzIwNjY3NjE@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt5141222,['Comedy'],2015,Spooky Squad: Bigfoot's Big Feat,9.2,tvMovie,The Spooky Squad shares the bone-chilling tale of Bigfoot's Big Feat.,"['https://m.media-amazon.com/images/M/MV5BMzc3ODM4MjE3MV5BMl5BanBnXkFtZTgwMzE0MjI5NzE@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt12617878,"['Comedy', 'Crime', 'Drama']",2020,Windfall,9.2,movie,Marcus Crawsley is living a complacent day-to-day life at work and dealing with the same problems in his outside relationship - until he stumbles across two thousand dollars at work and has to deal with the man who it belongs to.,"['https://m.media-amazon.com/images/M/MV5BODg3ZmUyYzctYjkzYi00NGIxLTk5MWMtNjEzOTQ1ODE4OWZlXkEyXkFqcGdeQXVyNTg4OTQ0NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg']"
tt6393674,"['Comedy', 'Drama']",2020,Before/During/After,9.2,movie,This sharp-witted dramedy studies a middle-aged NYC theatre actress suddenly forced to figure out the kind of person she wants to portray in real life when her marriage comes to an end after she catches her husband cheating.,"['https://m.media-amazon.com/images/M/MV5BZmQ5OWQ5ZTItYjY1Ni00YmM5LWI0MjUtNDAwMzkzNWQzMWIzXkEyXkFqcGdeQXVyMjg5NTI1Nzk@._V1_UY268_CR147,0,182,268_AL_.jpg']"
tt12193476,"['Comedy', 'Drama', 'Romance']",2020,Down,9.1,movie,A long-distance couple spends a weekend together that makes them question the longevity of their relationship.,"['https://m.media-amazon.com/images/M/MV5BOWI2OWI1ZWItOTQ0YS00YjcxLWI4ZjgtZDY2MGFlNmU0ZTY2XkEyXkFqcGdeQXVyMTE3MTY4NTA5._V1_UY268_CR9,0,182,268_AL_.jpg']"
